unit_id,work,tradition,section,sub_id,sent_idx,text,n_words
54,Tao Te Ching,East,Ch. 11,11,0.2,"The door and windows are cut out (from the walls) to form an apartment; but it is on the empty space (within), that its use depends.",26
55,Tao Te Ching,East,Ch. 11,11,0.3,"Therefore, what has a (positive) existence serves for profitable adaptation, and what has not that for (actual) usefulness.",18
56,Tao Te Ching,East,Ch. 12,12,0.0,"Colour's five hues from th' eyes their sight will take; Music's five notes the ears as deaf can make; The flavours five deprive the mouth of taste; The chariot course, and the wild hunting waste Make mad the mind; and objects rare and strange, Sought for, men's conduct will to evil change.",52
57,Tao Te Ching,East,Ch. 12,12,0.1,"Therefore the sage seeks to satisfy (the craving of) the belly, and not the (insatiable longing of the) eyes.",19
58,Tao Te Ching,East,Ch. 12,12,0.2,"He puts from him the latter, and prefers to seek the former.",12
59,Tao Te Ching,East,Ch. 13,13,0.0,"Favour and disgrace would seem equally to be feared; honour and great calamity, to be regarded as personal conditions (of the same kind).",23
60,Tao Te Ching,East,Ch. 13,13,0.1,What is meant by speaking thus of favour and disgrace?,10
61,Tao Te Ching,East,Ch. 13,13,0.2,Disgrace is being in a low position (after the enjoyment of favour).,12
62,Tao Te Ching,East,Ch. 13,13,0.3,"The getting that (favour) leads to the apprehension (of losing it), and the losing it leads to the fear of (still greater calamity):--this is what is meant by saying that favour and disgrace would seem equally to be feared.",40
63,Tao Te Ching,East,Ch. 13,13,0.4,And what is meant by saying that honour and great calamity are to be (similarly) regarded as personal conditions?,19
64,Tao Te Ching,East,Ch. 13,13,0.5,"What makes me liable to great calamity is my having the body (which I call myself); if I had not the body, what great calamity could come to me?",29
65,Tao Te Ching,East,Ch. 13,13,0.6,"Therefore he who would administer the kingdom, honouring it as he honours his own person, may be employed to govern it, and he who would administer it with the love which he bears to his own person may be entrusted with it.",42
66,Tao Te Ching,East,Ch. 14,14,0.0,"We look at it, and we do not see it, and we name it 'the Equable.'",17
67,Tao Te Ching,East,Ch. 14,14,0.1,"We listen to it, and we do not hear it, and we name it 'the Inaudible.'",17
68,Tao Te Ching,East,Ch. 14,14,0.2,"We try to grasp it, and do not get hold of it, and we name it 'the Subtle.'",19
69,Tao Te Ching,East,Ch. 14,14,0.3,"With these three qualities, it cannot be made the subject of description; and hence we blend them together and obtain The One.",22
70,Tao Te Ching,East,Ch. 14,14,0.4,"Its upper part is not bright, and its lower part is not obscure.",13
71,Tao Te Ching,East,Ch. 14,14,0.5,"Ceaseless in its action, it yet cannot be named, and then it again returns and becomes nothing.",17
72,Tao Te Ching,East,Ch. 14,14,0.6,"This is called the Form of the Formless, and the Semblance of the Invisible; this is called the Fleeting and Indeterminable.",21
73,Tao Te Ching,East,Ch. 14,14,0.7,"We meet it and do not see its Front; we follow it, and do not see its Back.",18
74,Tao Te Ching,East,Ch. 14,14,0.8,"When we can lay hold of the Tao of old to direct the things of the present day, and are able to know it as it was of old in the beginning, this is called (unwinding) the clue of Tao.",40
75,Tao Te Ching,East,Ch. 15,15,0.0,"The skilful masters (of the Tao) in old times, with a subtle and exquisite penetration, comprehended its mysteries, and were deep (also) so as to elude men's knowledge.",28
76,Tao Te Ching,East,Ch. 15,15,0.1,"As they were thus beyond men's knowledge, I will make an effort to describe of what sort they appeared to be.",21
77,Tao Te Ching,East,Ch. 15,15,0.2,"Shrinking looked they like those who wade through a stream in winter; irresolute like those who are afraid of all around them; grave like a guest (in awe of his host); evanescent like ice that is melting away; unpretentious like wood that has not been fashioned into anything; vacant like a valley, and dull like muddy water.",57
78,Tao Te Ching,East,Ch. 15,15,0.3,Who can (make) the muddy water (clear)?,7
79,Tao Te Ching,East,Ch. 15,15,0.4,"Let it be still, and it will gradually become clear.",10
80,Tao Te Ching,East,Ch. 15,15,0.5,Who can secure the condition of rest?,7
81,Tao Te Ching,East,Ch. 15,15,0.6,"Let movement go on, and the condition of rest will gradually arise.",12
82,Tao Te Ching,East,Ch. 15,15,0.7,They who preserve this method of the Tao do not wish to be full (of themselves).,16
83,Tao Te Ching,East,Ch. 15,15,0.8,It is through their not being full of themselves that they can afford to seem worn and not appear new and complete.,22
84,Tao Te Ching,East,Ch. 16,16,0.0,"The (state of) vacancy should be brought to the utmost degree, and that of stillness guarded with unwearying vigour.",19
85,Tao Te Ching,East,Ch. 16,16,0.1,"All things alike go through their processes of activity, and (then) we see them return (to their original state).",19
86,Tao Te Ching,East,Ch. 16,16,0.2,"When things (in the vegetable world) have displayed their luxuriant growth, we see each of them return to its root.",20
87,Tao Te Ching,East,Ch. 16,16,0.3,This returning to their root is what we call the state of stillness; and that stillness may be called a reporting that they have fulfilled their appointed end.,28
88,Tao Te Ching,East,Ch. 16,16,0.4,"The report of that fulfilment is the regular, unchanging rule.",10
89,Tao Te Ching,East,Ch. 16,16,0.5,To know that unchanging rule is to be intelligent; not to know it leads to wild movements and evil issues.,20
90,Tao Te Ching,East,Ch. 16,16,0.6,"The knowledge of that unchanging rule produces a (grand) capacity and forbearance, and that capacity and forbearance lead to a community (of feeling with all things).",26
91,Tao Te Ching,East,Ch. 16,16,0.7,From this community of feeling comes a kingliness of character; and he who is king-like goes on to be heaven-like.,22
92,Tao Te Ching,East,Ch. 16,16,0.8,In that likeness to heaven he possesses the Tao.,9
93,Tao Te Ching,East,Ch. 16,16,0.9,"Possessed of the Tao, he endures long; and to the end of his bodily life, is exempt from all danger of decay.",22
94,Tao Te Ching,East,Ch. 17,17,0.0,"In the highest antiquity, (the people) did not know that there were (their rulers).",14
95,Tao Te Ching,East,Ch. 17,17,0.1,In the next age they loved them and praised them.,10
96,Tao Te Ching,East,Ch. 17,17,0.2,In the next they feared them; in the next they despised them.,12
97,Tao Te Ching,East,Ch. 17,17,0.3,Thus it was that when faith (in the Tao) was deficient (in the rulers) a want of faith in them ensued (in the people).,24
98,Tao Te Ching,East,Ch. 17,17,0.4,"How irresolute did those (earliest rulers) appear, showing (by their reticence) the importance which they set upon their words!",19
99,Tao Te Ching,East,Ch. 17,17,0.5,"Their work was done and their undertakings were successful, while the people all said, 'We are as we are, of ourselves!'",22
100,Tao Te Ching,East,Ch. 18,18,0.0,"When the Great Tao (Way or Method) ceased to be observed, benevolence and righteousness came into vogue.",17
101,Tao Te Ching,East,Ch. 18,18,0.1,"(Then) appeared wisdom and shrewdness, and there ensued great hypocrisy.",10
102,Tao Te Ching,East,Ch. 18,18,0.2,"When harmony no longer prevailed throughout the six kinships, filial sons found their manifestation; when the states and clans fell into disorder, loyal ministers appeared.",25
103,Tao Te Ching,East,Ch. 19,19,0.0,"If we could renounce our sageness and discard our wisdom, it would be better for the people a hundredfold.",19
104,Tao Te Ching,East,Ch. 19,19,0.1,"If we could renounce our benevolence and discard our righteousness, the people would again become filial and kindly.",18
105,Tao Te Ching,East,Ch. 19,19,0.2,"If we could renounce our artful contrivances and discard our (scheming for) gain, there would be no thieves nor robbers.",20
106,Tao Te Ching,East,Ch. 19,19,0.3,"Those three methods (of government) Thought olden ways in elegance did fail And made these names their want of worth to veil; But simple views, and courses plain and true Would selfish ends and many lusts eschew.",37
107,Tao Te Ching,East,Ch. 20,20,0.0,When we renounce learning we have no troubles.,8
108,Tao Te Ching,East,Ch. 20,20,0.1,"The (ready) 'yes,' and (flattering) 'yea;'-- Small is the difference they display.",14
109,Tao Te Ching,East,Ch. 20,20,0.2,"But mark their issues, good and ill;-- What space the gulf between shall fill?",14
110,Tao Te Ching,East,Ch. 20,20,0.3,What all men fear is indeed to be feared; but how wide and without end is the range of questions (asking to be discussed)!,24
111,Tao Te Ching,East,Ch. 20,20,0.4,"The multitude of men look satisfied and pleased; as if enjoying a full banquet, as if mounted on a tower in spring.",22
112,Tao Te Ching,East,Ch. 20,20,0.5,"I alone seem listless and still, my desires having as yet given no indication of their presence.",17
113,Tao Te Ching,East,Ch. 20,20,0.6,I am like an infant which has not yet smiled.,10
114,Tao Te Ching,East,Ch. 20,20,0.7,"I look dejected and forlorn, as if I had no home to go to.",14
115,Tao Te Ching,East,Ch. 20,20,0.8,The multitude of men all have enough and to spare.,10
116,Tao Te Ching,East,Ch. 20,20,0.9,I alone seem to have lost everything.,7
117,Tao Te Ching,East,Ch. 20,20,0.10,My mind is that of a stupid man; I am in a state of chaos.,15
118,Tao Te Ching,East,Ch. 20,20,0.11,"Ordinary men look bright and intelligent, while I alone seem to be benighted.",13
119,Tao Te Ching,East,Ch. 20,20,0.12,"They look full of discrimination, while I alone am dull and confused.",12
120,Tao Te Ching,East,Ch. 20,20,0.13,"I seem to be carried about as on the sea, drifting as if I had nowhere to rest.",18
121,Tao Te Ching,East,Ch. 20,20,0.14,"All men have their spheres of action, while I alone seem dull and incapable, like a rude borderer.",18
122,Tao Te Ching,East,Ch. 20,20,0.15,"(Thus) I alone am different from other men, but I value the nursing-mother (the Tao).",16
123,Tao Te Ching,East,Ch. 21,21,0.0,"The grandest forms of active force From Tao come, their only source.",12
124,Tao Te Ching,East,Ch. 21,21,0.1,Who can of Tao the nature tell?,7
125,Tao Te Ching,East,Ch. 21,21,0.2,"Our sight it flies, our touch as well.",8
126,Tao Te Ching,East,Ch. 21,21,0.3,"Eluding sight, eluding touch, The forms of things all in it crouch; Eluding touch, eluding sight, There are their semblances, all right.",22
127,Tao Te Ching,East,Ch. 21,21,0.4,"Profound it is, dark and obscure; Things' essences all there endure.",11
128,Tao Te Ching,East,Ch. 21,21,0.5,"Those essences the truth enfold Of what, when seen, shall then be told.",13
129,Tao Te Ching,East,Ch. 21,21,0.6,Now it is so; 'twas so of old.,8
130,Tao Te Ching,East,Ch. 21,21,0.7,"Its name--what passes not away; So, in their beautiful array, Things form and never know decay.",17
131,Tao Te Ching,East,Ch. 21,21,0.8,How know I that it is so with all the beauties of existing things?,14
132,Tao Te Ching,East,Ch. 21,21,0.9,By this (nature of the Tao).,6
133,Tao Te Ching,East,Ch. 22,22,0.0,"The partial becomes complete; the crooked, straight; the empty, full; the worn out, new.",14
134,Tao Te Ching,East,Ch. 22,22,0.1,He whose (desires) are few gets them; he whose (desires) are many goes astray.,14
135,Tao Te Ching,East,Ch. 22,22,0.2,"Therefore the sage holds in his embrace the one thing (of humility), and manifests it to all the world.",19
136,Tao Te Ching,East,Ch. 22,22,0.3,"He is free from self-display, and therefore he shines; from self-assertion, and therefore he is distinguished; from self-boasting, and therefore his merit is acknowledged; from self-complacency, and therefore he acquires superiority.",35
137,Tao Te Ching,East,Ch. 22,22,0.4,It is because he is thus free from striving that therefore no one in the world is able to strive with him.,22
138,Tao Te Ching,East,Ch. 22,22,0.5,That saying of the ancients that 'the partial becomes complete' was not vainly spoken:--all real completion is comprehended under it.,21
139,Tao Te Ching,East,Ch. 23,23,0.0,Abstaining from speech marks him who is obeying the spontaneity of his nature.,13
140,Tao Te Ching,East,Ch. 23,23,0.1,A violent wind does not last for a whole morning; a sudden rain does not last for the whole day.,20
141,Tao Te Ching,East,Ch. 23,23,0.2,To whom is it that these (two) things are owing?,10
142,Tao Te Ching,East,Ch. 23,23,0.3,"If Heaven and Earth cannot make such (spasmodic) actings last long, how much less can man!",16
143,Tao Te Ching,East,Ch. 23,23,0.4,"Therefore when one is making the Tao his business, those who are also pursuing it, agree with him in it, and those who are making the manifestation of its course their object agree with him in that; while even those who are failing in both these things agree with him where they fail.",53
144,Tao Te Ching,East,Ch. 23,23,0.5,"Hence, those with whom he agrees as to the Tao have the happiness of attaining to it; those with whom he agrees as to its manifestation have the happiness of attaining to it; and those with whom he agrees in their failure have also the happiness of attaining (to the Tao).",51
145,Tao Te Ching,East,Ch. 23,23,0.6,"(But) when there is not faith sufficient (on his part), a want of faith (in him) ensues (on the part of the others).",23
146,Tao Te Ching,East,Ch. 24,24,0.0,He who stands on his tiptoes does not stand firm; he who stretches his legs does not walk (easily).,19
147,Tao Te Ching,East,Ch. 24,24,0.1,"(So), he who displays himself does not shine; he who asserts his own views is not distinguished; he who vaunts himself does not find his merit acknowledged; he who is self-conceited has no superiority allowed to him.",38
148,Tao Te Ching,East,Ch. 24,24,0.2,"Such conditions, viewed from the standpoint of the Tao, are like remnants of food, or a tumour on the body, which all dislike.",23
149,Tao Te Ching,East,Ch. 24,24,0.3,Hence those who pursue (the course) of the Tao do not adopt and allow them.,15
150,Tao Te Ching,East,Ch. 25,25,0.0,"There was something undefined and complete, coming into existence before Heaven and Earth.",13
151,Tao Te Ching,East,Ch. 25,25,0.1,"How still it was and formless, standing alone, and undergoing no change, reaching everywhere and in no danger (of being exhausted)!",21
152,Tao Te Ching,East,Ch. 25,25,0.2,It may be regarded as the Mother of all things.,10
153,Tao Te Ching,East,Ch. 25,25,0.3,"I do not know its name, and I give it the designation of the Tao (the Way or Course).",19
154,Tao Te Ching,East,Ch. 25,25,0.4,Making an effort (further) to give it a name I call it The Great.,14
155,Tao Te Ching,East,Ch. 25,25,0.5,"Great, it passes on (in constant flow).",7
156,Tao Te Ching,East,Ch. 25,25,0.6,Therefore the Tao is great; Heaven is great; Earth is great; and the (sage) king is also great.,18
157,Tao Te Ching,East,Ch. 25,25,0.7,"In the universe there are four that are great, and the (sage) king is one of them.",17
158,Tao Te Ching,East,Ch. 25,25,0.8,Man takes his law from the Earth; the Earth takes its law from Heaven; Heaven takes its law from the Tao.,21
159,Tao Te Ching,East,Ch. 25,25,0.9,The law of the Tao is its being what it is.,11
160,Tao Te Ching,East,Ch. 26,26,0.0,"Gravity is the root of lightness; stillness, the ruler of movement.",11
161,Tao Te Ching,East,Ch. 26,26,0.1,"Therefore a wise prince, marching the whole day, does not go far from his baggage waggons.",16
162,Tao Te Ching,East,Ch. 26,26,0.2,"Although he may have brilliant prospects to look at, he quietly remains (in his proper place), indifferent to them.",19
163,Tao Te Ching,East,Ch. 26,26,0.3,How should the lord of a myriad chariots carry himself lightly before the kingdom?,14
164,Tao Te Ching,East,Ch. 26,26,0.4,"If he do act lightly, he has lost his root (of gravity); if he proceed to active movement, he will lose his throne.",23
165,Tao Te Ching,East,Ch. 27,27,0.0,"In the same way the sage is always skilful at saving men, and so he does not cast away any man; he is always skilful at saving things, and so he does not cast away anything.",36
166,Tao Te Ching,East,Ch. 27,27,0.1,This is called 'Hiding the light of his procedure.',10
167,Tao Te Ching,East,Ch. 27,27,0.2,Therefore the man of skill is a master (to be looked up to) by him who has not the skill; and he who has not the skill is the helper of (the reputation of) him who has the skill.,39
168,Tao Te Ching,East,Ch. 27,27,0.3,"If the one did not honour his master, and the other did not rejoice in his helper, an (observer), though intelligent, might greatly err about them.",26
169,Tao Te Ching,East,Ch. 27,27,0.4,This is called 'The utmost degree of mystery.',9
170,Tao Te Ching,East,Ch. 28,28,0.0,"Who knows his manhood's strength, Yet still his female feebleness maintains; As to one channel flow the many drains, All come to him, yea, all beneath the sky.",28
171,Tao Te Ching,East,Ch. 28,28,0.1,"Thus he the constant excellence retains; The simple child again, free from all stains.",14
172,Tao Te Ching,East,Ch. 28,28,0.2,"Who knows how white attracts, Yet always keeps himself within black's shade, The pattern of humility displayed, Displayed in view of all beneath the sky; He in the unchanging excellence arrayed, Endless return to man's first state has made.",39
173,Tao Te Ching,East,Ch. 28,28,0.3,"Who knows how glory shines, Yet loves disgrace, nor e'er for it is pale; Behold his presence in a spacious vale, To which men come from all beneath the sky.",30
174,Tao Te Ching,East,Ch. 28,28,0.4,The unchanging excellence completes its tale; The simple infant man in him we hail.,14
175,Tao Te Ching,East,Ch. 28,28,0.5,"The unwrought material, when divided and distributed, forms vessels.",9
176,Tao Te Ching,East,Ch. 28,28,0.6,"The sage, when employed, becomes the Head of all the Officers (of government); and in his greatest regulations he employs no violent measures.",23
177,Tao Te Ching,East,Ch. 29,29,0.0,"If any one should wish to get the kingdom for himself, and to effect this by what he does, I see that he will not succeed.",26
178,Tao Te Ching,East,Ch. 29,29,0.1,"The kingdom is a spirit-like thing, and cannot be got by active doing.",14
179,Tao Te Ching,East,Ch. 29,29,0.2,He who would so win it destroys it; he who would hold it in his grasp loses it.,18
180,Tao Te Ching,East,Ch. 29,29,0.3,The course and nature of things is such that What was in front is now behind; What warmed anon we freezing find.,22
181,Tao Te Ching,East,Ch. 29,29,0.4,Strength is of weakness oft the spoil; The store in ruins mocks our toil.,14
182,Tao Te Ching,East,Ch. 29,29,0.5,"Hence the sage puts away excessive effort, extravagance, and easy indulgence.",11
183,Tao Te Ching,East,Ch. 30,30,0.0,He who would assist a lord of men in harmony with the Tao will not assert his mastery in the kingdom by force of arms.,25
184,Tao Te Ching,East,Ch. 30,30,0.1,Such a course is sure to meet with its proper return.,11
185,Tao Te Ching,East,Ch. 30,30,0.2,"Wherever a host is stationed, briars and thorns spring up.",10
186,Tao Te Ching,East,Ch. 30,30,0.3,In the sequence of great armies there are sure to be bad years.,13
187,Tao Te Ching,East,Ch. 30,30,0.4,"A skilful (commander) strikes a decisive blow, and stops.",9
188,Tao Te Ching,East,Ch. 30,30,0.5,He does not dare (by continuing his operations) to assert and complete his mastery.,14
189,Tao Te Ching,East,Ch. 30,30,0.6,"He will strike the blow, but will be on his guard against being vain or boastful or arrogant in consequence of it.",22
190,Tao Te Ching,East,Ch. 30,30,0.7,"He strikes it as a matter of necessity; he strikes it, but not from a wish for mastery.",18
191,Tao Te Ching,East,Ch. 30,30,0.8,When things have attained their strong maturity they become old.,10
192,Tao Te Ching,East,Ch. 30,30,0.9,This may be said to be not in accordance with the Tao: and what is not in accordance with it soon comes to an end.,25
193,Tao Te Ching,East,Ch. 31,31,0.0,"Now arms, however beautiful, are instruments of evil omen, hateful, it may be said, to all creatures.",17
194,Tao Te Ching,East,Ch. 31,31,0.1,Therefore they who have the Tao do not like to employ them.,12
195,Tao Te Ching,East,Ch. 31,31,0.2,"The superior man ordinarily considers the left hand the most honourable place, but in time of war the right hand.",20
196,Tao Te Ching,East,Ch. 31,31,0.3,"Those sharp weapons are instruments of evil omen, and not the instruments of the superior man;--he uses them only on the compulsion of necessity.",25
197,Tao Te Ching,East,Ch. 31,31,0.4,Calm and repose are what he prizes; victory (by force of arms) is to him undesirable.,16
198,Tao Te Ching,East,Ch. 31,31,0.5,To consider this desirable would be to delight in the slaughter of men; and he who delights in the slaughter of men cannot get his will in the kingdom.,29
199,Tao Te Ching,East,Ch. 31,31,0.6,"On occasions of festivity to be on the left hand is the prized position; on occasions of mourning, the right hand.",21
200,Tao Te Ching,East,Ch. 31,31,0.7,"The second in command of the army has his place on the left; the general commanding in chief has his on the right;--his place, that is, is assigned to him as in the rites of mourning.",37
201,Tao Te Ching,East,Ch. 31,31,0.8,He who has killed multitudes of men should weep for them with the bitterest grief; and the victor in battle has his place (rightly) according to those rites.,28
202,Tao Te Ching,East,Ch. 32,32,0.0,"The Tao, considered as unchanging, has no name.",8
203,Tao Te Ching,East,Ch. 32,32,0.1,"Though in its primordial simplicity it may be small, the whole world dares not deal with (one embodying) it as a minister.",22
204,Tao Te Ching,East,Ch. 32,32,0.2,"If a feudal prince or the king could guard and hold it, all would spontaneously submit themselves to him.",19
205,Tao Te Ching,East,Ch. 32,32,0.3,"Heaven and Earth (under its guidance) unite together and send down the sweet dew, which, without the directions of men, reaches equally everywhere as of its own accord.",28
206,Tao Te Ching,East,Ch. 32,32,0.4,"As soon as it proceeds to action, it has a name.",11
207,Tao Te Ching,East,Ch. 32,32,0.5,"When it once has that name, (men) can know to rest in it.",13
208,Tao Te Ching,East,Ch. 32,32,0.6,"When they know to rest in it, they can be free from all risk of failure and error.",18
209,Tao Te Ching,East,Ch. 32,32,0.7,The relation of the Tao to all the world is like that of the great rivers and seas to the streams from the valleys.,24
210,Tao Te Ching,East,Ch. 33,33,0.0,He who knows other men is discerning; he who knows himself is intelligent.,13
211,Tao Te Ching,East,Ch. 33,33,0.1,He who overcomes others is strong; he who overcomes himself is mighty.,12
212,Tao Te Ching,East,Ch. 33,33,0.2,He who is satisfied with his lot is rich; he who goes on acting with energy has a (firm) will.,20
213,Tao Te Ching,East,Ch. 33,33,0.3,"He who does not fail in the requirements of his position, continues long; he who dies and yet does not perish, has longevity.",23
214,Tao Te Ching,East,Ch. 34,34,0.0,All-pervading is the Great Tao!,6
215,Tao Te Ching,East,Ch. 34,34,0.1,It may be found on the left hand and on the right.,12
216,Tao Te Ching,East,Ch. 34,34,0.2,"All things depend on it for their production, which it gives to them, not one refusing obedience to it.",19
217,Tao Te Ching,East,Ch. 34,34,0.3,"When its work is accomplished, it does not claim the name of having done it.",15
218,Tao Te Ching,East,Ch. 34,34,0.4,"It clothes all things as with a garment, and makes no assumption of being their lord;--it may be named in the smallest things.",24
219,Tao Te Ching,East,Ch. 34,34,0.5,"All things return (to their root and disappear), and do not know that it is it which presides over their doing so;--it may be named in the greatest things.",30
220,Tao Te Ching,East,Ch. 34,34,0.6,Hence the sage is able (in the same way) to accomplish his great achievements.,14
221,Tao Te Ching,East,Ch. 34,34,0.7,It is through his not making himself great that he can accomplish them.,13
222,Tao Te Ching,East,Ch. 35,35,0.0,"To him who holds in his hands the Great Image (of the invisible Tao), the whole world repairs.",18
